30	1	6721	365.505
0	1	6721	361.05
60	1	6721	369.96000000000004
61	1	6721	370.06275
1	1	6721	361.1985
30	0	6721	365.505
30	1	3000	179.45499999999998
30	1	6722	-1.0
30	2	6721	365.55
90	2	6721	374.3475
60	2	6721	370.05
61	2	6721	370.06275
120	2	6721	378.78000000000003
121	2	6721	378.837
90	0	6721	374.3475
90	1	6721	374.3475
90	2	3000	188.2975
90	2	6722	-1.0
90	3	6721	374.55
150	3	6721	383.1
120	3	6721	379.05
121	3	6721	378.837
180	3	6721	387.51
181	3	6721	387.52125
150	0	6721	383.1
150	1	6721	383.1
150	3	3000	197.05
150	3	6722	-1.0
150	4	6721	383.55
210	3	6721	391.7625
300	3	6721	404.925
301	3	6721	404.8455
210	2	6721	391.7625
210	0	6721	391.7625
210	1	6721	391.7625
210	4	6721	392.55
210	3	3000	205.7125
210	3	6722	-1.0
210	4	6721	392.55
350	6	6721	411.975
300	6	6721	406.05
301	6	6721	404.8455
44640	6	6721	6856.17
44641	6	6721	-1.0
350	0	6721	411.975
350	1	6721	411.975
350	3	6721	411.975
350	7	6721	413.55
350	12	6721	-1.0
350	6	3000	225.925
350	6	6722	-1.0
350	11	6721	413.55
30	1	0	29.455
30	2	0	29.5
90	2	0	38.2975
90	3	0	38.5
150	3	0	47.05
150	4	0	47.5
210	3	0	55.7125
210	4	0	56.5
350	6	0	75.925
350	11	0	77.5
30	1	6722	-1.0